,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
4687,dog food care,fresh vegetables,17066,0.5580541808937892,33976,1.1110071985261563,3410786,111.53189894726378,0.5022957381681187,0.005003538773760652,0.004503606079599001
5004,canned meat seafood,fresh fruits,33501,1.0954748103904157,66735,2.18221878366032,3626997,118.60194772877246,0.5020004495392224,0.00923656677962513,0.00423264928740659
4989,digestion,fresh fruits,13191,0.4313425934706418,26460,0.8652357685719947,3626997,118.60194772877246,0.4985260770975057,0.003636892999911497,0.004203354891249942
4742,ice cream ice,fresh vegetables,245986,8.043684269385892,495340,16.19750134559531,3410786,111.53189894726378,0.496600314935196,0.07212003332956099,0.004452540659869928
4987,soap,fresh fruits,31556,1.0318737684451196,63851,2.087912662853002,3626997,118.60194772877246,0.49421308984980655,0.008700310477235023,0.004166989660068727
4726,frozen meals,fresh vegetables,192129,6.282573052908873,389178,12.726028947139522,3410786,111.53189894726378,0.49367898493748363,0.056329831305745946,0.004426347884302701
5007,candy chocolate,fresh fruits,146609,4.794079773037475,298528,9.76179529555028,3626997,118.60194772877246,0.49110636188230256,0.040421593952242034,0.004140795082095956
4702,kitchen supplies,fresh vegetables,4449,0.14548125224402134,9073,0.2966849632748945,3410786,111.53189894726378,0.4903560013226055,0.0013043914218013092,0.004396553864419211
5039,condiments,fresh fruits,108524,3.5487092421960376,221399,7.239695159715459,3626997,118.60194772877246,0.49017384902370836,0.02992117170209956,0.00413293253956228
4530,fresh vegetables,packaged vegetables fruits,1671769,54.66645259220842,3410786,111.53189894726378,1759552,57.53693601898679,0.49014186172923185,0.9501105963336121,0.008518734149616316
4765,popcorn jerky,fresh vegetables,79131,2.5875650643564065,162022,5.298081243218887,3410786,111.53189894726378,0.4883966374936737,0.023200224229840277,0.004378986120595014
4729,tea,fresh vegetables,121066,3.958829688508583,248088,8.112419174357106,3410786,111.53189894726378,0.48799619489858437,0.035495044250797324,0.0043753957343569145
4696,baby bath body care,fresh vegetables,4155,0.1358675214821103,8536,0.27912518974038353,3410786,111.53189894726378,0.4867619493908153,0.0012181942813181477,0.004364329433868722
4990,doughs gelatins bake mixes,fresh fruits,51452,1.682468282863427,105845,3.4611065731104604,3626997,118.60194772877246,0.4861070433180595,0.0141858402419412,0.004098643003989482
5021,dish detergents,fresh fruits,45889,1.5005594929705317,94537,3.0913376361863443,3626997,118.60194772877246,0.48540782973862084,0.012652064504051147,0.004092747539430691
4754,paper goods,fresh vegetables,116767,3.8182534009390063,240785,7.873612794240656,3410786,111.53189894726378,0.48494299894096393,0.034234630961895586,0.004348020642688618
4982,breakfast bars pastries,fresh fruits,34255,1.1201304328206227,71497,2.337935062191682,3626997,118.60194772877246,0.4791110116508385,0.00944445225623291,0.00403965551009756
4994,frozen meals,fresh fruits,186168,6.087649756746452,389178,12.726028947139522,3626997,118.60194772877246,0.4783620862433129,0.05132841300944004,0.004033340897042146
4678,frozen juice,fresh vegetables,2306,0.0754056569284588,4821,0.15764556463664348,3410786,111.53189894726378,0.4783239991702966,0.0006760904964427554,0.004288674394367346
4983,vitamins supplements,fresh fruits,21319,0.6971262792965365,44622,1.4591288913537246,3626997,118.60194772877246,0.4777688135897091,0.005877865352521659,0.004028338680257641
4698,baking supplies decor,fresh vegetables,11235,0.36738185411588664,23541,0.7697851560073065,3410786,111.53189894726378,0.4772524531668153,0.0032939621541779518,0.004279066864919758
4540,packaged vegetables fruits,packaged vegetables fruits,837544,27.38749155528582,1759552,57.53693601898679,1759552,57.53693601898679,0.4759984359655185,0.4759984359655185,0.008272919430545317
5015,trail mix snack mix,fresh fruits,16656,0.5446472774503078,34993,1.1442628590188895,3626997,118.60194772877246,0.4759809104678078,0.004592228777691297,0.0040132638593450036
5010,ice cream ice,fresh fruits,233476,7.634610215537228,495340,16.19750134559531,3626997,118.60194772877246,0.4713449347922639,0.06437171026058197,0.003974175330325685
4537,milk,packaged vegetables fruits,414355,13.549310917862769,883960,28.9052838241459,1759552,57.53693601898679,0.4687485859088646,0.23548891990688536,0.008146916021982484
4535,soy lactosefree,packaged vegetables fruits,297607,9.731678812449193,634898,20.7610150791694,1759552,57.53693601898679,0.4687477358567833,0.16913793965736731,0.008146901247958352
4946,frozen juice,fresh fruits,2257,0.0738033684681403,4821,0.15764556463664348,3626997,118.60194772877246,0.46816013275254104,0.0006222778789174626,0.0039473224657588565
5020,cookies cakes,fresh fruits,108945,3.5624758430489782,232719,7.609856493813531,3626997,118.60194772877246,0.468139687777964,0.030037245688375257,0.003947150082632199
5190,water seltzer sparkling water,water seltzer sparkling water,386161,12.627373757654198,826611,27.029985030047815,826611,27.029985030047815,0.4671617000015727,0.4671617000015727,0.01728309133291245
5025,other,fresh fruits,16702,0.5461514666171374,35884,1.1733983491850892,3626997,118.60194772877246,0.46544420911826995,0.0046049114460254585,0.003924422979820547
3530,packaged produce,packaged produce,124923,4.084952680170797,270227,8.836359260540604,270227,8.836359260540604,0.46228911248690924,0.46228911248690924,0.052316695016158335
4462,tofu meat alternatives,packaged vegetables fruits,59589,1.9485462665697881,129151,4.223207284461138,1759552,57.53693601898679,0.46139015570920855,0.033866006801731345,0.008019025475339059
4528,poultry counter,packaged vegetables fruits,59454,1.9441317983627884,128865,4.2138551518151965,1759552,57.53693601898679,0.4613665463857526,0.03378928272651221,0.008018615141993394
4671,milk,yogurt,404358,13.222411372193296,883960,28.9052838241459,1448432,47.36338528889915,0.4574392506448255,0.2791694743004849,0.009658077602658995
5003,frozen dessert,fresh fruits,8757,0.2863518376940649,19208,0.6280970764448555,3626997,118.60194772877246,0.4559037900874635,0.002414394056570766,0.0038439823191610423
5000,bakery desserts,fresh fruits,15467,0.5057672574642118,34075,1.1142444752112897,3626997,118.60194772877246,0.4539104915627293,0.004264409372271331,0.003827175693613099
4716,food storage,fresh vegetables,29690,0.9708560078950311,65456,2.140395784869557,3410786,111.53189894726378,0.4535871425079443,0.008704738438588641,0.004066882629896011
10052,candy chocolate,candy chocolate,135311,4.424637833758322,298528,9.76179529555028,298528,9.76179529555028,0.45326066566620227,0.45326066566620227,0.04643210105755977
4707,diapers wipes,fresh vegetables,10926,0.3572776268865312,24184,0.7908111045784249,3410786,111.53189894726378,0.4517863049950381,0.0032033672004048337,0.004050736240119596
4518,yogurt,packaged vegetables fruits,654164,21.39100874195504,1448432,47.36338528889915,1759552,57.53693601898679,0.45163597600715805,0.37177872549376206,0.00784949646707154
5017,marinades meat preparation,fresh fruits,28161,0.9208580679801945,62356,2.0390265149310394,3626997,118.60194772877246,0.4516165244723845,0.007764274412137646,0.0038078339615903603
4534,fresh dips tapenades,packaged vegetables fruits,159744,5.223591179696324,354614,11.595794287089545,1759552,57.53693601898679,0.45047290857100963,0.09078674571709162,0.007829282192266142
4739,candy chocolate,fresh vegetables,134356,4.3934095586643584,298528,9.76179529555028,3410786,111.53189894726378,0.4500616357594598,0.03939150682569941,0.0040352727785282734
4509,fresh herbs,packaged vegetables fruits,169607,5.546108956923292,377003,12.327909314397118,1759552,57.53693601898679,0.4498823616788195,0.09639214981995416,0.00781901840463596
629,ice cream ice,ice cream ice,222005,7.259511217000216,495340,16.19750134559531,495340,16.19750134559531,0.4481871038074858,0.4481871038074858,0.027670138390163752
4101,refrigerated,refrigerated,256475,8.386672099187543,572424,18.718129992027794,572424,18.718129992027794,0.44805074560116287,0.44805074560116287,0.023936725826350782
4515,packaged poultry,packaged vegetables fruits,52159,1.7055870163623081,117846,3.85353644683051,1759552,57.53693601898679,0.4426030582285355,0.029643341032262755,0.007692503091969992
4964,baby bath body care,fresh fruits,3778,0.12353971026700665,8536,0.27912518974038353,3626997,118.60194772877246,0.44259606373008425,0.0010416330644883356,0.003731777362900018
4531,lunch meat,packaged vegetables fruits,174146,5.69453318797198,394101,12.887009887754788,1759552,57.53693601898679,0.4418816496278873,0.09897178372676681,0.007679964909533406
4513,frozen produce,packaged vegetables fruits,228859,7.4836354028578285,521055,17.038375789617564,1759552,57.53693601898679,0.4392223469691299,0.1300666305968792,0.007633745857168855
6336,cleaning products,cleaning products,51213,1.6746530391488121,117406,3.83914855045214,117406,3.83914855045214,0.43620428257499616,0.43620428257499616,0.11362005841728212
4723,oral hygiene,fresh vegetables,27536,0.9004207151700093,63501,2.076467745279299,3410786,111.53189894726378,0.4336309664414733,0.008073212450150786,0.0038879546617108106
4975,diapers wipes,fresh fruits,10471,0.3423992340407164,24184,0.7908111045784249,3626997,118.60194772877246,0.4329722130334105,0.0028869613071088834,0.0036506332427487845
4979,energy sports drinks,fresh fruits,44286,1.4481417704829689,102465,3.3505813691129793,3626997,118.60194772877246,0.4322061191626409,0.012210101083623724,0.003644173872684125
5002,salad dressing toppings,fresh fruits,42777,1.3987978258580582,99143,3.2419527514562843,3626997,118.60194772877246,0.431467678000464,0.011794054420226982,0.0036379476582220687
4732,bakery desserts,fresh vegetables,14685,0.4801960416281082,34075,1.1142444752112897,3410786,111.53189894726378,0.43096111518708724,0.0043054592108681105,0.0038640166558166545
4727,laundry,fresh vegetables,39976,1.3072057855039327,93224,3.0484028454027072,3410786,111.53189894726378,0.4288166137475328,0.011720465605288633,0.003844788959885749
4538,bread,packaged vegetables fruits,248950,8.140606371352915,582711,19.054512469401192,1759552,57.53693601898679,0.42722721898162225,0.14148487796893755,0.007425268854091226
4957,skin care,fresh fruits,4289,0.14024928992461397,10109,0.3305619192930573,3626997,118.60194772877246,0.4242753981600554,0.0011825209670700031,0.0035773054851537442
4512,frozen breads doughs,packaged vegetables fruits,16948,0.5541956086832263,40077,1.3105084617180587,1759552,57.53693601898679,0.4228859445567283,0.009631997235659986,0.007349816897048164
4738,trash bags liners,fresh vegetables,13331,0.4359205605001233,31602,1.0333779576119493,3410786,111.53189894726378,0.4218403898487438,0.003908483264561307,0.003782239824036393
4541,seafood counter,packaged vegetables fruits,12404,0.40560787881205684,29443,0.9627791660644459,1759552,57.53693601898679,0.4212885915158103,0.00704952169643182,0.007322054677655896
4607,granola,yogurt,42811,1.3999096178509323,101724,3.3263508436212246,1448432,47.36338528889915,0.4208544689552121,0.02955678968705469,0.00888565009422691
8378,red wines,red wines,14543,0.47555267506963417,34564,1.1302346600499784,34564,1.1302346600499784,0.4207556995718088,0.4207556995718088,0.3722728690281036
5022,paper goods,fresh fruits,100698,3.292800885248025,240785,7.873612794240656,3626997,118.60194772877246,0.41820711423053764,0.027763463824204984,0.0035261403563702346
4733,packaged produce,fresh vegetables,112637,3.6832033735693033,270227,8.836359260540604,3410786,111.53189894726378,0.4168236334637176,0.03302376636939403,0.0037372593616540723
4752,cookies cakes,fresh vegetables,96769,3.1643235105420766,232719,7.609856493813531,3410786,111.53189894726378,0.41581907794378625,0.028371466283724625,0.003728252471881611
4500,frozen breakfast,packaged vegetables fruits,96440,3.153565288022796,232311,7.596514989899044,1759552,57.53693601898679,0.4151331620112693,0.05480940603062598,0.007215072451447159
4539,packaged cheese,packaged vegetables fruits,405157,13.248538484025838,976939,31.945675227247012,1759552,57.53693601898679,0.41472087817151326,0.23026145291528752,0.007207906900615254
5641,dog food care,dog food care,13933,0.45560581872689354,33976,1.1110071985261563,33976,1.1110071985261563,0.41008358841535203,0.41008358841535203,0.3691097492071717
4955,dog food care,fresh fruits,13846,0.45276093921571575,33976,1.1110071985261563,3626997,118.60194772877246,0.40752295738168115,0.0038174831685827146,0.0034360561962577057
4510,tortillas flat bread,packaged vegetables fruits,78559,2.568860799064525,192875,6.306967077223109,1759552,57.53693601898679,0.40730524951393393,0.04464716018622922,0.0070790222367685006
5029,soft drinks,fresh fruits,142617,4.663542313168261,351800,11.503777149796967,3626997,118.60194772877246,0.4053922683342809,0.039320958908981726,0.003418091153623896
4469,canned fruit applesauce,packaged vegetables fruits,35204,1.1511625093276079,87027,2.8457624048191605,1759552,57.53693601898679,0.4045181380491112,0.020007365511221037,0.007030581849468366
4679,cat food care,fresh vegetables,25435,0.8317185099632912,63032,2.0611315557305354,3410786,111.53189894726378,0.4035251935524813,0.007457225402004113,0.003618024953948666
4452,missing,packaged vegetables fruits,27687,0.90535837960895,68958,2.254910360135586,1759552,57.53693601898679,0.4015052640737841,0.01573525533772233,0.0069782176781413964
4522,meat counter,packaged vegetables fruits,28246,0.9236375479623795,70533,2.3064124892172524,1759552,57.53693601898679,0.4004650305530745,0.016052949841777905,0.006960138273976281
4436,baby food formula,packaged vegetables fruits,152742,4.994627428693259,381617,12.478786027783027,1759552,57.53693601898679,0.4002494647775126,0.08680732368239188,0.006956391710629725
4475,prepared meals,packaged vegetables fruits,39335,1.286245236461807,98308,3.214648448101877,1759552,57.53693601898679,0.4001200309232209,0.022355122212926928,0.006954142132128552
4502,refrigerated,packaged vegetables fruits,228268,7.464309842040517,572424,18.718129992027794,1759552,57.53693601898679,0.3987743351082415,0.12973074964536427,0.006930753750541196
4495,packaged seafood,packaged vegetables fruits,8279,0.2707213502648354,20824,0.68093989587087,1759552,57.53693601898679,0.3975701114099116,0.004705174953624559,0.006909824174139482
4477,bulk grains rice dried goods,packaged vegetables fruits,6801,0.22239109833930978,17173,0.5615530556948929,1759552,57.53693601898679,0.3960286496244105,0.0038651884115956793,0.006883033352588044
4456,prepared soups salads,packaged vegetables fruits,28265,0.9242588434878092,71422,2.33548257985446,1759552,57.53693601898679,0.3957464086695976,0.0160637480449569,0.006878127965295267
